Parent KZA,Daughter KZA,Emitted Particles,Cross Sections
22481,224816,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.0013897330000000002, 0.01399829, 0.04045703, 0.08513396000000001, 0.09574790999999999, 0.09148017, 0.08923294999999999, 0.08806188000000001, 0.08624669000000001, 0.08409905999999999, 0.08174126, 0.07767566000000001, 0.07501477000000001, 0.07159059, 0.06693234, 0.06246235000000001, 0.058478760000000005, 0.053765890000000004, 0.050665699999999994, 0.048792140000000005, 0.04724865, 0.04642964, 0.04463765000000001, 0.042173930000000005, 0.04096641, 0.04031885, 0.03963805, 0.03892175, 0.038169400000000006, 0.03737827, 0.03659606, 0.03594751, 0.035281030000000005, 0.03465098, 0.034038, 0.03340307, 0.032955860000000003, 0.03258037, 0.0322311, 0.03190848, 0.0313911, 0.030838070000000002, 0.03054503, 0.03040823, 0.030353520000000002, 0.0302962, 0.030073500000000003, 0.029696729999999998, 0.02939587, 0.029162240000000002, 0.02848012, 0.027520190000000003, 0.026896080000000003, 0.02661184, 0.026313930000000003, 0.026020460000000002, 0.02574697, 0.02548225, 0.02521546, 0.025016120000000003, 0.02484867, 0.024678330000000002, 0.02453205, 0.02438357, 0.02421785, 0.02405864, 0.02377404, 0.02343649, 0.02318649, 0.02283851, 0.022451880000000004, 0.02203829, 0.021503030000000003, 0.020907170000000003, 0.0202577, 0.019493990000000003, 0.01868179, 0.01779019, 0.016839550000000002, 0.01584805, 0.014812559999999999, 0.013944780000000002, 0.013415990000000001, 0.01314643, 0.012964409999999999, 0.012524219999999999, 0.01165531, 0.010618289999999999, 0.009609092000000001, 0.008646113, 0.00772804, 0.006859434, 0.005690527000000001, 0.004330584, 0.003124635, 0.002318779, 0.001955703, 0.001639376, 0.0013664950000000001, 0.0011316079999999999, 0.0009300988, 0.0007588945, 0.0006342402000000001, 0.0005674745, 0.0004902665, 0.00038725310000000003, 0.0003015345, 0.00023171510000000002, 0.0001757042, 0.0001301408, 9.457956e-05, 6.74812e-05, 4.688807e-05, 3.2345730000000007e-05, 2.2018650000000003e-05, 1.478416e-05, 1.079993e-05, 8.268672e-06, 5.579433e-06, 4.446299e-06, 3.5877289999999997e-06, 2.897434e-06, 2.337355e-06, 1.8417589999999998e-06, 9.61205e-07, 6.502377e-07, 4.832968e-07, 2.2749109999999997e-07]"
22481,224817,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.016691670000000002, 0.1681293, 0.48591720000000005, 1.022027, 1.140337, 1.081578, 1.05061, 1.034472, 1.009458, 0.9798624, 0.9473708000000001, 0.8911394, 0.8533833, 0.8043152, 0.7375630000000001, 0.6735083000000001, 0.6164239, 0.5479221, 0.5009936, 0.47313460000000007, 0.4504027, 0.438782, 0.413357, 0.3757942, 0.354843, 0.34394900000000006, 0.33249590000000007, 0.3204456, 0.30778890000000003, 0.2944797, 0.2815142, 0.27148720000000004, 0.26126350000000004, 0.2518654, 0.2429306, 0.23361550000000003, 0.2255821, 0.21789239999999999, 0.21102490000000002, 0.204998, 0.19533270000000003, 0.1850015, 0.1795273, 0.1769716, 0.1759496, 0.1748189, 0.16897850000000003, 0.15943240000000003, 0.1518822, 0.1464934, 0.1381224, 0.127511, 0.1207968, 0.1176925, 0.1144387, 0.1112995, 0.10871800000000001, 0.1063626, 0.10400560000000002, 0.10226740000000001, 0.10082390000000002, 0.09939740000000001, 0.09842136, 0.09748378, 0.09669297, 0.0960549, 0.09522686999999999, 0.09434474, 0.09368563, 0.09271726, 0.09163198, 0.09045481000000001, 0.08870634000000001, 0.08670042, 0.08444952000000001, 0.08158616, 0.07851458, 0.07497919, 0.07115128999999999, 0.06706169000000001, 0.06273727, 0.05906701, 0.05681668, 0.055669550000000005, 0.05489495, 0.05301321, 0.049282950000000006, 0.04482593, 0.040483269999999995, 0.036345670000000004, 0.03241176, 0.028703270000000003, 0.02374446, 0.01802549, 0.01300404, 0.009667313, 0.008171248, 0.006869766, 0.005747419, 0.004780801, 0.00394965, 0.003241302, 0.0027233070000000003, 0.0024448340000000003, 0.002121079, 0.00168666, 0.001321947, 0.001022001, 0.0007790415, 0.0005799085, 0.0004233338, 0.00030328520000000005, 0.000211604, 0.0001466041, 0.0001002826, 6.770326e-05, 4.968487e-05, 3.818413e-05, 2.5902320000000002e-05, 2.0698270000000003e-05, 1.674076e-05, 1.3546200000000001e-05, 1.094698e-05, 8.639772e-06, 4.521377e-06, 3.061856e-06, 2.2773579999999997e-06, 1.072892e-06]"
22481,224818,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.009356085, 0.09424054, 0.2723684, 0.5728913000000001, 0.6395898, 0.606971, 0.589781, 0.5808228, 0.5669376, 0.5505094, 0.5324735, 0.5012679000000001, 0.4803519, 0.4531875000000001, 0.416233, 0.38077190000000005, 0.3491696, 0.31132570000000004, 0.28555640000000004, 0.270235, 0.2577207, 0.2512978, 0.2372451, 0.21691280000000002, 0.20598130000000003, 0.20026259999999999, 0.19425030000000001, 0.1879246, 0.1812805, 0.1742939, 0.16746760000000002, 0.16211160000000002, 0.1566415, 0.1515843, 0.1467533, 0.1417245, 0.1375758, 0.13370310000000002, 0.13020810000000002, 0.1270988, 0.12211250000000001, 0.1167827, 0.11395850000000002, 0.1126401, 0.1121128, 0.1115379, 0.10875459999999999, 0.10414620000000002, 0.10048960000000001, 0.09789678, 0.09412139, 0.08929401000000001, 0.08641806, 0.08555735, 0.08465875, 0.08379120000000001, 0.08334386, 0.08305099, 0.0827609, 0.08278890000000001, 0.08299118, 0.08324884, 0.08377939, 0.08438048000000001, 0.08516991000000002, 0.0859839, 0.08704853, 0.0881864, 0.08893686, 0.08916669, 0.08927237, 0.0893266, 0.0885798, 0.08753259999999999, 0.08620322, 0.08400908, 0.08160038, 0.0785074, 0.07504893, 0.07116506, 0.06695588, 0.06328373, 0.061002900000000006, 0.059840229999999994, 0.059055130000000004, 0.057122849999999996, 0.05324648, 0.048582770000000004, 0.043994160000000004, 0.03959159, 0.035386890000000004, 0.03140955, 0.02607424, 0.01990694, 0.01446215, 0.010824700000000001, 0.009193675, 0.007770356, 0.006537265, 0.005470005, 0.004546842, 0.0037547310000000003, 0.0031712370000000004, 0.00285583, 0.0024873620000000003, 0.001989414, 0.0015677700000000002, 0.001218209, 0.0009328011000000001, 0.0006974947, 0.000511367, 0.00036788850000000003, 0.00025776309999999997, 0.0001793183, 0.0001231665, 8.349911000000002e-05, 6.147736e-05, 4.7373440000000006e-05, 3.2260930000000004e-05, 2.5835460000000004e-05, 2.093819e-05, 1.6974900000000002e-05, 1.3743870000000002e-05, 1.08691e-05, 5.7155169999999996e-06, 3.880997e-06, 2.8929629999999997e-06, 1.368073e-06]"
22481,224819,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.0007292809, 0.007345789, 0.02123036, 0.0447032, 0.050801540000000006, 0.04900674000000001, 0.048063909999999994, 0.04757258, 0.04681101, 0.04590996, 0.044920730000000006, 0.04323652, 0.04223422, 0.04099491, 0.03930895, 0.037691140000000005, 0.03624936, 0.03464343, 0.03380393, 0.03331057, 0.03289936, 0.03267154, 0.03217304, 0.03170854, 0.031763400000000004, 0.031800709999999996, 0.03183993, 0.03188121, 0.031924549999999996, 0.03197014, 0.03201594, 0.032056680000000004, 0.03209886, 0.03213992, 0.032180810000000004, 0.032236980000000005, 0.0326133, 0.03314532, 0.033666760000000004, 0.03417786, 0.03499752, 0.03587366, 0.036337890000000005, 0.03655462, 0.0366413, 0.03674915, 0.03761975, 0.039210880000000004, 0.04049462, 0.04139463, 0.04256296, 0.044121379999999995, 0.0455471, 0.04692562, 0.048376520000000006, 0.04987462, 0.051487920000000006, 0.05318101000000001, 0.05494243, 0.05675347000000001, 0.058636400000000005, 0.060599309999999997, 0.06256840000000001, 0.06462056, 0.06679506, 0.06882732, 0.07128932, 0.07383506, 0.0755567, 0.07650666, 0.07729643, 0.07805771, 0.07788247000000001, 0.07738081000000001, 0.07659779, 0.07488411, 0.07296992000000001, 0.07035168, 0.06737561, 0.06397577, 0.060262380000000004, 0.0570074, 0.054981270000000006, 0.05394844, 0.05325101, 0.05153427, 0.048089810000000004, 0.04394994, 0.03988348, 0.03599054, 0.03227917, 0.028773390000000003, 0.02407307, 0.01862546, 0.01374558, 0.01043052, 0.008938388, 0.0076225189999999995, 0.006469175, 0.00545918, 0.004575071, 0.0038070260000000002, 0.003235392, 0.002923909, 0.0025574219999999997, 0.002058231, 0.001631589, 0.00127488, 0.0009814059000000002, 0.0007380505, 0.0005443932000000001, 0.0003942149, 0.0002781999, 0.0001949649, 0.000134916, 9.212637000000002e-05, 6.818428e-05, 5.274438e-05, 3.609562e-05, 2.8976160000000003e-05, 2.353159e-05, 1.9110740000000003e-05, 1.549869e-05, 1.2277080000000002e-05, 6.480436e-06, 4.410226999999999e-06, 3.29364e-06, 1.5636699999999998e-06]"
22481,2248110,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1.307119e-07, 1.316615e-06, 3.8052019999999996e-06, 8.07653e-06, 1.0475550000000002e-05, 1.1468460000000001e-05, 1.2008100000000001e-05, 1.2289310000000002e-05, 1.272519e-05, 1.324091e-05, 1.3807090000000001e-05, 1.5056300000000002e-05, 1.7141600000000002e-05, 2.046531e-05, 2.498688e-05, 2.9325790000000002e-05, 3.319248e-05, 3.948951e-05, 4.804342e-05, 5.527043e-05, 6.186642000000001e-05, 6.666799e-05, 7.717869e-05, 9.655089000000001e-05, 0.00011724479999999999, 0.0001312028, 0.00014587740000000001, 0.0001613171, 0.0001775337, 0.0001945864, 0.0002135519, 0.00023714, 0.0002622745, 0.00029112130000000003, 0.0003231678, 0.0003571726, 0.00040089370000000006, 0.00045028860000000006, 0.0005111436, 0.0005838932, 0.0007005620000000001, 0.0008252689000000001, 0.000891347, 0.000922196, 0.0009345329, 0.0009503315000000001, 0.0010987070000000002, 0.0014289460000000002, 0.001704267, 0.0019012640000000002, 0.0022443330000000003, 0.00279364, 0.0033160560000000004, 0.0037564639999999997, 0.004220013, 0.004745677, 0.005352890999999999, 0.006045203, 0.006801590000000001, 0.007641155, 0.008546877999999999, 0.00950871, 0.010576080000000002, 0.01170748, 0.01301361, 0.014288209999999999, 0.016095790000000002, 0.01808906, 0.01947649, 0.02062316, 0.02175306, 0.022908710000000002, 0.02366735, 0.0243172, 0.02486127, 0.024949690000000004, 0.0249787, 0.02463017, 0.024122599999999998, 0.023367239999999997, 0.02245383, 0.02157537, 0.02100638, 0.020716329999999998, 0.02052048, 0.02002117, 0.0189882, 0.01772581, 0.016456679999999998, 0.01521917, 0.01402056, 0.012869090000000001, 0.011279170000000002, 0.009343346, 0.0073943310000000005, 0.005926693, 0.005251609, 0.004624716, 0.004045891, 0.003513836, 0.0030261740000000004, 0.002582888, 0.002240873, 0.002049232, 0.0018182440000000001, 0.001495059, 0.0012097899999999999, 0.0009640438, 0.0007561993, 0.0005800964, 0.0004367997, 0.0003232383, 0.0002335163, 0.0001675954, 0.000118824, 8.310065e-05, 6.260658e-05, 4.9090760000000005e-05, 3.42056e-05, 2.7711440000000003e-05, 2.2684570000000004e-05, 1.855127e-05, 1.5144540000000002e-05, 1.2076220000000001e-05, 6.469136e-06, 4.438316999999999e-06, 3.336396e-06, 1.603501e-06]"
22481,2248111,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.002028657, 0.02043395, 0.05905698, 0.1243795, 0.1418431, 0.1372245, 0.13479850000000002, 0.1335343, 0.13157470000000002, 0.1292563, 0.12671090000000002, 0.1223665, 0.1197301, 0.11644209999999999, 0.11196900000000001, 0.10767670000000001, 0.10385150000000001, 0.09926843, 0.09610805, 0.09413427, 0.09249425, 0.09159584000000001, 0.08963005, 0.08681681, 0.08527678, 0.0844361, 0.08355227, 0.08262235999999999, 0.08164565, 0.08061859, 0.07959723, 0.07872845, 0.0778332, 0.07697785, 0.07613861, 0.0752695, 0.07466125, 0.07415306, 0.07367632, 0.0732315, 0.07251816, 0.07175566, 0.07135164, 0.07116302000000001, 0.0710876, 0.07098757, 0.07006396, 0.06847431000000001, 0.06720757, 0.06633077, 0.06540195, 0.06426274, 0.06346991, 0.06302103, 0.06254984999999999, 0.06208081, 0.06157845, 0.06106624, 0.060547290000000004, 0.06007689, 0.05962134, 0.0591486, 0.05868703, 0.058207339999999996, 0.057655130000000006, 0.057116730000000004, 0.05620919, 0.055150420000000006, 0.05438001, 0.05342919, 0.05239508, 0.051298079999999996, 0.05000667, 0.048602900000000004, 0.04710227, 0.045436500000000005, 0.04367628, 0.04180668, 0.03983549, 0.03780858, 0.03570708, 0.03395123, 0.032882850000000005, 0.03233823, 0.03197048, 0.03107824, 0.02931158, 0.02718988, 0.02510357, 0.02308218, 0.021122429999999998, 0.01923223, 0.01660396, 0.013397870000000001, 0.01027436, 0.008009715, 0.006966954, 0.00601895, 0.00516455, 0.004397819, 0.0037129430000000002, 0.003107716, 0.00265256, 0.0024027840000000003, 0.0021077469999999997, 0.001704604, 0.001359064, 0.001069295, 0.0008298819000000001, 0.0006300829000000001, 0.00046954130000000007, 0.0003434262, 0.000244467, 0.0001722863, 0.00011942420000000001, 8.133392000000001e-05, 5.991275e-05, 4.609904e-05, 3.126268e-05, 2.4964320000000002e-05, 2.0175540000000003e-05, 1.631637e-05, 1.318166e-05, 1.040508e-05, 5.465141e-06, 3.7163489999999998e-06, 2.7757619999999995e-06, 1.322365e-06]"
22481,2248112,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.013999010000000001, 0.14100710000000002, 0.4075303, 0.8571318, 0.9558902, 0.9062, 0.8800090000000002, 0.8663601999999999, 0.8452044000000001, 0.820174, 0.7926942000000001, 0.7451379, 0.7132131, 0.6717267, 0.6152886, 0.5611312, 0.5128671, 0.45494960000000007, 0.4152848, 0.3917739, 0.37259980000000004, 0.3628179, 0.3414161, 0.3096272, 0.29175080000000003, 0.28247890000000003, 0.2727309, 0.2624748, 0.2517026, 0.2403749, 0.229352, 0.22087310000000004, 0.21223340000000002, 0.20430820000000002, 0.19678720000000002, 0.18894200000000003, 0.1820775, 0.17545500000000003, 0.16956420000000003, 0.1644217, 0.15617460000000002, 0.1473594, 0.1426885, 0.14050780000000002, 0.1396358, 0.13867000000000002, 0.13366370000000002, 0.12551980000000001, 0.11908550000000001, 0.1145005, 0.1075111, 0.09871205, 0.09317347, 0.09062957, 0.08796335, 0.08539877000000001, 0.08335820000000001, 0.08152495, 0.07969339, 0.0784421, 0.07747647, 0.07655174, 0.07610039, 0.07571462000000001, 0.0755913, 0.07561883, 0.07591433, 0.07634347, 0.07662674, 0.07671595, 0.07675901, 0.07676467, 0.07621089, 0.07544616000000001, 0.07445373, 0.07275334, 0.07087850000000001, 0.0683936, 0.06559074, 0.06238094, 0.058869439999999995, 0.05576408, 0.0538233, 0.05283397, 0.052165920000000005, 0.05050824, 0.04715833, 0.04310576, 0.03908636, 0.03520117, 0.03146898, 0.02792002, 0.023130750000000002, 0.01756781, 0.012662640000000001, 0.009400693, 0.007936825, 0.0066654010000000005, 0.005570671, 0.00462978, 0.003822926, 0.0031370710000000004, 0.002636711, 0.002367864, 0.0020561159999999998, 0.0016377120000000002, 0.00128634, 0.0009968196000000001, 0.0007615549, 0.0005680721, 0.0004153644, 0.00029787360000000003, 0.0002079027, 0.0001440155, 9.847045e-05, 6.645785000000001e-05, 4.8770990000000004e-05, 3.7492270000000005e-05, 2.5454770000000004e-05, 2.035485e-05, 1.647583e-05, 1.334277e-05, 1.079189e-05, 8.525509e-06, 4.471476e-06, 3.031394e-06, 2.25656e-06, 1.064095e-06]"
22481,2248113,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1.1068690000000002e-08, 1.114911e-07, 3.222248e-07, 6.868381e-07, 9.554176999999998e-07, 1.118131e-06, 1.206698e-06, 1.2528529999999999e-06, 1.324392e-06, 1.4090349999999999e-06, 1.50196e-06, 1.7193469999999998e-06, 2.127095e-06, 2.785876e-06, 3.682083e-06, 4.542084e-06, 5.308488999999999e-06, 6.64484e-06, 8.659729e-06, 1.048695e-05, 1.221472e-05, 1.3583050000000002e-05, 1.6578620000000002e-05, 2.220577e-05, 2.883472e-05, 3.3506260000000005e-05, 3.8417610000000004e-05, 4.358503e-05, 4.9012470000000003e-05, 5.4719720000000005e-05, 6.128739000000001e-05, 7.018708e-05, 7.972772e-05, 9.123951000000001e-05, 0.00010439050000000002, 0.0001183657, 0.00013682280000000001, 0.0001578469, 0.0001857163, 0.0002206808, 0.0002767536, 0.00033668960000000003, 0.0003684477, 0.0003832741, 0.00038920340000000005, 0.00039694750000000004, 0.00047499190000000006, 0.0006578591, 0.0008114403, 0.0009218998, 0.0011276600000000002, 0.001472079, 0.001813862, 0.002108765, 0.0024192429999999997, 0.002780538, 0.003211274, 0.0037163, 0.004275301, 0.004921732000000001, 0.005631863, 0.006393248, 0.007279616, 0.008226234, 0.009364918, 0.01049729, 0.012213020000000002, 0.014149229999999999, 0.015508919999999999, 0.01674509, 0.017997970000000002, 0.01928799, 0.02025975, 0.02115723, 0.021964769999999998, 0.02234144, 0.02267251, 0.022608899999999998, 0.02238794, 0.02188578, 0.02121083, 0.02049892, 0.020021499999999998, 0.01977813, 0.01961379, 0.01918062, 0.018259650000000002, 0.01711597, 0.01594119, 0.014777499999999999, 0.013638410000000002, 0.012534980000000001, 0.01099942, 0.009118898, 0.007219092, 0.005786488, 0.005127601000000001, 0.0045152000000000005, 0.003950286, 0.003431138, 0.002955751, 0.002523921, 0.0021910140000000002, 0.002004627, 0.001779812, 0.0014653830000000002, 0.00118756, 0.0009478137000000001, 0.0007445632, 0.0005719366, 0.00043110830000000003, 0.000319243, 0.0002307014, 0.0001655793, 0.0001173849, 8.209533000000002e-05, 6.185998e-05, 4.8519910000000003e-05, 3.383091e-05, 2.742145e-05, 2.245892e-05, 1.837656e-05, 1.5010250000000003e-05, 1.1976420000000002e-05, 6.424508e-06, 4.4107299999999995e-06, 3.317371e-06, 1.595381e-06]"
22481,2248114,n,"[7.32025e-22, 3.2509899999999995e-21, 5.202759999999999e-21, 8.30301e-21, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 1e-20, 0.008354131, 0.08414821, 0.24320010000000003, 0.512043, 0.5802008, 0.5563033000000001, 0.5436421, 0.5370440000000001, 0.5268169, 0.5147168, 0.5014326, 0.4783467, 0.46240300000000006, 0.44146450000000004, 0.4129798, 0.38564620000000005, 0.3612869, 0.330938, 0.3076352, 0.2933032, 0.2815546, 0.27543829999999997, 0.2620561, 0.24150749999999999, 0.22909290000000004, 0.22258110000000003, 0.21573509999999999, 0.2085321, 0.2009667, 0.19301120000000002, 0.1852433, 0.1791682, 0.1729658, 0.1672391, 0.1617743, 0.1560602, 0.1507267, 0.1454087, 0.1406693, 0.13652150000000002, 0.1298696, 0.12275950000000001, 0.11899200000000001, 0.1172332, 0.1165298, 0.11574240000000001, 0.1114609, 0.1044967, 0.09899645, 0.09506413000000001, 0.0888685, 0.08106352, 0.07614169999999999, 0.07381992000000001, 0.07138606, 0.06905077000000001, 0.06715441, 0.06543681, 0.06372385, 0.06252428, 0.06157519, 0.06066713, 0.060229160000000004, 0.059857600000000004, 0.05979724, 0.05990783, 0.06052438, 0.06138943, 0.06200726000000001, 0.06266558, 0.06335995, 0.06405954, 0.06436467, 0.06454577, 0.06454375, 0.063872, 0.06307017000000001, 0.06158898, 0.05979265, 0.0574782, 0.054814379999999996, 0.0523109, 0.05070454, 0.04988568, 0.04933275, 0.04791908, 0.044987519999999996, 0.0413809, 0.037719130000000003, 0.034112170000000004, 0.030600070000000004, 0.02722236, 0.02261006, 0.01720008, 0.01239757, 0.009196035, 0.007758849, 0.006509944, 0.00543582, 0.0045138949999999995, 0.003724668, 0.0030553180000000004, 0.002567856, 0.002306592, 0.002003539, 0.00159754, 0.001256667, 0.0009755966000000001, 0.0007467563000000001, 0.0005580941, 0.00040872339999999997, 0.0002934381, 0.00020491860000000002, 0.00014194940000000002, 9.702665000000001e-05, 6.545981000000001e-05, 4.803266e-05, 3.692907e-05, 2.508664e-05, 2.007084e-05, 1.6255670000000002e-05, 1.3173140000000002e-05, 1.066223e-05, 8.42979e-06, 4.4296899999999994e-06, 3.005977e-06, 2.239286e-06, 1.056867e-06]"
22481,2248115,n,"[0.0008161580000000001, 0.003529757, 0.005930064, 0.007515114, 0.01098438, 0.0149711, 0.01604696, 0.01666348, 0.01731164, 0.01799361, 0.01870988, 0.019463090000000002, 0.02024606, 0.02103818, 0.021868310000000002, 0.02272497, 0.023614700000000002, 0.02453299, 0.025098750000000003, 0.025521810000000002, 0.02593687, 0.02634417, 0.02699736, 0.02769555, 0.0280655, 0.028238219999999998, 0.02830729, 0.028379880000000003, 0.02867039, 0.02917734, 0.029584549999999998, 0.029850340000000003, 0.029854219999999997, 0.029772, 0.029552969999999998, 0.029124, 0.02867181, 0.02822891, 0.02783083, 0.02745184, 0.02707226, 0.02685174, 0.02671255, 0.02657976, 0.02651811, 0.026466379999999998, 0.02644337, 0.026437719999999998, 0.026423790000000003, 0.026406060000000002, 0.02638402, 0.026274739999999998, 0.026138889999999998, 0.02598632, 0.02568841, 0.02533022, 0.024913470000000004, 0.02433501, 0.02370866, 0.02294813, 0.02211087, 0.02118279, 0.020182500000000003, 0.019305540000000003, 0.01875961, 0.018481320000000002, 0.018293410000000003, 0.01782535, 0.01687632, 0.01571832, 0.01455371, 0.01340399, 0.01227382, 0.011170979999999999, 0.009618885, 0.007709028000000001, 0.005852914000000001, 0.004518136, 0.003902386, 0.003346238, 0.002848933, 0.002406698, 0.0020155240000000003, 0.0016737899999999999, 0.001419284, 0.001280845, 0.001118489, 0.0008986093000000001, 0.0007120713000000001, 0.0005571238, 0.0004301266, 0.0003247546, 0.0002405685, 0.000174802, 0.0001235159, 8.637673e-05, 5.939916000000001e-05, 4.0140110000000006e-05, 2.9400710000000002e-05, 2.252773e-05, 1.5197740000000001e-05, 1.210597e-05, 9.764121e-06, 7.883816999999999e-06, 6.360158e-06, 5.014018e-06, 2.627273e-06, 1.7844899999999997e-06, 1.3316309999999999e-06, 6.332119999999999e-07]"
22481,2248116,n,"[0.001301923, 0.0046705800000000006, 0.0120508, 0.020274169999999998, 0.02207945, 0.023107410000000002, 0.02418815, 0.02532524, 0.02651953, 0.02777541, 0.02909024, 0.030453579999999997, 0.031885409999999996, 0.03338049, 0.034945830000000004, 0.03655975, 0.03751422, 0.03819868, 0.03887203, 0.03953468, 0.040597390000000004, 0.04173331, 0.0423352, 0.0426162, 0.04272857, 0.04283142, 0.042849149999999996, 0.042847970000000006, 0.04284705, 0.04284922, 0.04290045, 0.04297958, 0.04300101, 0.042948230000000004, 0.042892400000000004, 0.04283302, 0.04270087, 0.042542, 0.042380959999999995, 0.042249100000000005, 0.0421299, 0.0420121, 0.04193159, 0.04185429, 0.04179083, 0.04174067, 0.041640819999999995, 0.04151915, 0.041419540000000005, 0.04119703, 0.0409344, 0.04064508, 0.040154220000000004, 0.03957703, 0.03891435, 0.03802246, 0.03705921, 0.035900470000000004, 0.03462821, 0.03322004, 0.03170324, 0.03037223, 0.02954332, 0.02912077, 0.02883545, 0.028123900000000004, 0.02667962, 0.02491545, 0.023138429999999998, 0.02138135, 0.019651730000000003, 0.01796147, 0.01557664, 0.012628680000000002, 0.009718842, 0.007594057, 0.006613685, 0.005720352000000001, 0.004913551, 0.00418863, 0.003540283, 0.002967066, 0.002535563, 0.002298831, 0.0020189210000000003, 0.001636242, 0.001307652, 0.001031483, 0.0008025418000000001, 0.0006108638000000001, 0.0004562646, 0.0003343709, 0.0002384127, 0.0001682418, 0.00011675750000000002, 7.961100000000001e-05, 5.8701390000000006e-05, 4.520674e-05, 3.070002e-05, 2.4535070000000003e-05, 1.984419e-05, 1.6060190000000002e-05, 1.298416e-05, 1.0256940000000001e-05, 5.396188999999999e-06, 3.672443e-06, 2.744653e-06, 1.308645e-06]"
22481,2248117,n,"[0.00022085720000000004, 0.0034203579999999996, 0.006681749, 0.01011056, 0.01371815, 0.01750726, 0.021491729999999997, 0.0256803, 0.030083449999999998, 0.03471326, 0.03957986, 0.044698070000000006, 0.04988636, 0.05077955000000001, 0.049758050000000005, 0.048822830000000005, 0.04797556, 0.0466168, 0.04516442, 0.044394859999999994, 0.044035580000000005, 0.043891910000000006, 0.043726310000000004, 0.04270643, 0.040999549999999996, 0.03964445, 0.03866199, 0.03687791, 0.03454034, 0.03305834, 0.03239613, 0.03170219, 0.03102972, 0.030494490000000003, 0.030012530000000003, 0.029533580000000004, 0.02937763, 0.02939409, 0.029447320000000003, 0.02971038, 0.03002238, 0.03051233, 0.03105018, 0.03201361, 0.03315682, 0.03396596, 0.03476057, 0.03558249, 0.036425980000000004, 0.03702086, 0.03755188, 0.03798056, 0.03798075, 0.037915199999999996, 0.0373914, 0.03666944, 0.03557454, 0.03423909, 0.03290046, 0.03201931, 0.03157013, 0.03126683, 0.03046793, 0.02877033, 0.026646100000000002, 0.024439000000000002, 0.02222107, 0.02002839, 0.017891030000000002, 0.01492594, 0.01139575, 0.008219928, 0.006090732, 0.005130586, 0.004296199, 0.003578585, 0.002963639, 0.002438229, 0.0019940500000000002, 0.001671493, 0.0014990749999999999, 0.001299798, 0.001033518, 0.0008109349999999999, 0.0006281780000000001, 0.00047988400000000003, 0.0003579325, 0.00026158990000000004, 0.0001873629, 0.0001304643, 9.006715e-05, 6.131962e-05, 4.119072000000001e-05, 3.012181e-05, 2.3098690000000002e-05, 1.564071e-05, 1.249547e-05, 1.010932e-05, 8.186239999999999e-06, 6.622228e-06, 5.23386e-06, 2.7503489999999996e-06, 1.866872e-06, 1.391095e-06, 6.56723e-07]"
